"","fticrWEOM_processed_60846_2_BTM_rep1_aq2","fticrWEOM_processed_60846_5_BTM_rep1_aq2"
"C31 H49 O7 P1",0,1
"C31 H48 O9",0,1
"C28 H24 O6 N1 P1 S2",0,1
"C24 H23 O15 N1",0,1
"C29 H28 O5 N1 P1 S2",0,1
"C25 H27 O14 N1",0,1
"C24 H39 O14 N1",0,1
"C28 H39 O11 N1",0,1
"C23 H18 O17",0,1
"C27 H18 O14",0,1
"C24 H22 O16",0,1
"C28 H22 O13",0,1
"C29 H26 O12",0,1
"C30 H30 O11",0,1
"C24 H39 O13 P1",0,1
"C28 H26 O6 N1 P1 S2",0,1
"C29 H30 O5 N1 P1 S2",0,1
"C39 H22 O2 N1 P1",0,1
"C30 H34 O4 N1 P1 S2",0,1
"C23 H37 O15 N1",0,1
"C32 H42 O2 N1 P1 S2",0,1
"C28 H41 O11 N1",0,1
"C33 H46 O1 N1 P1 S2",0,1
"C26 H16 O15",0,1
"C23 H20 O17",0,1
"C27 H20 O14",0,1
"C24 H24 O16",0,1
"C28 H24 O13",0,1
"C34 H32 O8",0,1
"C20 H45 O10 N2 P1 S2",0,1
"C24 H41 O13 P1",0,1
"C26 H19 O14 N1",0,1
"C31 H24 O4 N1 P1 S2",0,1
"C28 H28 O6 N1 P1 S2",0,1
"C32 H28 O3 N1 P1 S2",0,1
"C24 H27 O15 N1",0,1
"C29 H32 O5 N1 P1 S2",0,1
"C30 H36 O4 N1 P1 S2",0,1
"C32 H44 O2 N1 P1 S2",0,1
"C28 H43 O11 N1",0,1
"C26 H18 O15",0,1
"C23 H22 O17",0,1
"C27 H22 O14",0,1
"C24 H26 O16",0,1
"C23 H39 O14 P1",0,1
"C24 H43 O13 P1",0,1
"C31 H38 O10",0,1
"C30 H22 O5 N1 P1 S2",0,1
"C29 H22 O6 N3 P1 S1",0,1
"C31 H26 O4 N1 P1 S2",0,1
"C28 H30 O6 N1 P1 S2",0,1
"C27 H25 O13 N1",0,1
"C32 H30 O3 N1 P1 S2",0,1
"C29 H34 O5 N1 P1 S2",0,1
"C33 H34 O2 N1 P1 S2",0,1
"C30 H38 O4 N1 P1 S2",0,1
"C31 H42 O3 N1 P1 S2",0,1
"C27 H41 O12 N1",0,1
"C28 H45 O11 N1",0,1
"C25 H16 O16",0,1
"C22 H20 O18",0,1
"C26 H20 O15",0,1
"C23 H24 O17",0,1
"C27 H24 O14",0,1
"C24 H28 O16",0,1
"C23 H41 O14 P1",0,1
"C38 H36 O5",0,1
"C31 H56 O7 S1",0,1
"C30 H24 O5 N1 P1 S2",0,1
"C26 H23 O14 N1",0,1
"C31 H28 O4 N1 P1 S2",0,1
"C27 H27 O13 N1",0,1
"C32 H32 O3 N1 P1 S2",0,1
"C34 H40 O1 N1 P1 S2",0,1
"C32 H51 O6 N3",0,1
"C25 H18 O16",0,1
"C26 H22 O15",0,1
"C23 H26 O17",0,1
"C24 H30 O16",0,1
"C21 H35 O16 P1",0,1
"C25 H34 O15",0,1
"C26 H38 O14",0,1
"C23 H43 O14 P1",0,1
"C27 H42 O13",0,1
"C31 H42 O10",0,1
"C29 H22 O6 N1 P1 S2",0,1
"C30 H26 O5 N1 P1 S2",0,1
"C26 H25 O14 N1",0,1
"C29 H26 O6 N3 P1 S1",0,1
"C31 H30 O4 N1 P1 S2",0,1
"C27 H29 O13 N1",0,1
"C25 H37 O14 N1",0,1
"C26 H41 O13 N1",0,1
"C24 H16 O17",0,1
"C28 H16 O14",0,1
"C25 H20 O16",0,1
"C29 H20 O13",0,1
"C26 H24 O15",0,1
"C30 H24 O12",0,1
"C24 H32 O16",0,1
"C29 H37 O10 P1",0,1
"C26 H40 O14",0,1
"C38 H40 O3 S1",0,1
"C29 H24 O6 N1 P1 S2",0,1
"C25 H23 O15 N1",0,1
"C30 H28 O5 N1 P1 S2",0,1
"C26 H27 O14 N1",0,1
"C31 H32 O4 N1 P1 S2",0,1
"C28 H35 O12 N1",0,1
"C25 H39 O14 N1",0,1
"C34 H44 O1 N1 P1 S2",0,1
"C24 H18 O17",0,1
"C28 H18 O14",0,1
"C25 H22 O16",0,1
"C29 H22 O13",0,1
"C30 H26 O12",0,1
"C31 H46 O10",0,1
"C29 H26 O6 N1 P1 S2",0,1
"C25 H25 O15 N1",0,1
"C30 H30 O5 N1 P1 S2",0,1
"C27 H33 O13 N1",0,1
"C33 H42 O2 N1 P1 S2",0,1
"C25 H41 O14 N1",0,1
"C34 H46 O1 N1 P1 S2",0,1
"C27 H16 O15",0,1
"C24 H20 O17",0,1
"C28 H20 O14",0,1
"C25 H24 O16",0,1
"C29 H24 O13",0,1
"C30 H28 O12",0,1
"C24 H37 O14 P1",0,1
"C31 H32 O11",0,1
"C31 H48 O10",0,1
"C28 H24 O7 N1 P1 S2",0,1
"C29 H28 O6 N1 P1 S2",0,1
"C25 H27 O15 N1",0,1
"C30 H32 O5 N1 P1 S2",0,1
"C26 H31 O14 N1",0,1
"C24 H39 O15 N1",0,1
"C33 H44 O2 N1 P1 S2",0,1
"C34 H48 O1 N1 P1 S2",0,1
"C27 H18 O15",0,1
"C24 H22 O17",0,1
"C28 H22 O14",0,1
"C25 H26 O16",0,1
"C29 H26 O13",0,1
"C35 H34 O6 S1",0,1
"C24 H39 O14 P1",0,1
"C32 H26 O4 N1 P1 S2",0,1
"C29 H30 O6 N1 P1 S2",0,1
"C25 H29 O15 N1",0,1
"C30 H34 O5 N1 P1 S2",0,1
"C31 H38 O4 N1 P1 S2",0,1
"C23 H37 O16 N1",0,1
"C32 H42 O3 N1 P1 S2",0,1
"C24 H41 O15 N1",0,1
"C31 H53 O9 N1",0,1
"C26 H16 O16",0,1
"C23 H20 O18",0,1
"C27 H20 O15",0,1
"C24 H24 O17",0,1
"C28 H24 O14",0,1
"C25 H28 O16",0,1
"C37 H33 O1 N2 P1 S1",0,1
"C38 H32 O6",0,1
"C35 H36 O8",0,1
"C31 H24 O5 N1 P1 S2",0,1
"C32 H28 O4 N1 P1 S2",0,1
"C29 H32 O6 N1 P1 S2",0,1
"C33 H32 O3 N1 P1 S2",0,1
"C30 H36 O5 N1 P1 S2",0,1
"C34 H36 O2 N1 P1 S2",0,1
"C31 H40 O4 N1 P1 S2",0,1
"C32 H44 O3 N1 P1 S2",0,1
"C24 H43 O15 N1",0,1
"C26 H18 O16",0,1
"C23 H22 O18",0,1
"C27 H22 O15",0,1
"C24 H26 O17",0,1
"C28 H26 O14",0,1
"C25 H30 O16",0,1
"C26 H34 O15",0,1
"C24 H43 O14 P1",0,1
"C32 H42 O10",0,1
"C32 H58 O7 S1",0,1
"C31 H26 O5 N1 P1 S2",0,1
"C27 H25 O14 N1",0,1
"C33 H34 O3 N1 P1 S2",0,1
"C25 H33 O15 N1",0,1
"C30 H38 O5 N1 P1 S2",0,1
"C26 H20 O16",0,1
"C23 H24 O18",0,1
"C37 H20 O2 N2 S2",0,1
"C27 H24 O15",0,1
"C24 H28 O17",0,1
"C25 H32 O16",0,1
"C26 H36 O15",0,1
"C27 H40 O14",0,1
"C32 H44 O10",0,1
"C30 H24 O6 N1 P1 S2",0,1
"C26 H23 O15 N1",0,1
"C31 H28 O5 N1 P1 S2",0,1
"C32 H32 O4 N1 P1 S2",0,1
"C33 H36 O3 N1 P1 S2",0,1
"C25 H18 O17",0,1
"C29 H18 O14",0,1
"C26 H22 O16",0,1
"C37 H34 O5 S1",0,1
"C27 H42 O14",0,1
"C32 H46 O10",0,1
"C40 H46 O2 S1",0,1
"C30 H26 O6 N1 P1 S2",0,1
"C26 H25 O15 N1",0,1
"C31 H30 O5 N1 P1 S2",0,1
"C24 H34 O10 N1 P1 S2",0,1
"C32 H34 O4 N1 P1 S2",0,1
"C34 H42 O2 N1 P1 S2",0,1
"C28 H16 O15",0,1
"C25 H20 O17",0,1
"C26 H24 O16",0,1
"C30 H24 O13",0,1
"C31 H28 O12",0,1
"C25 H37 O14 P1",0,1
"C26 H40 O15",0,1
"C32 H48 O10",0,1
"C33 H52 O7 S1",0,1
"C29 H24 O7 N1 P1 S2",0,1
"C40 H19 O1 N1 S2",0,1
"C29 H24 O9 N1 P1 S1",0,1
"C25 H23 O16 N1",0,1
"C30 H28 O6 N1 P1 S2",0,1
"C31 H32 O5 N1 P1 S2",0,1
"C34 H44 O2 N1 P1 S2",0,1
"C28 H18 O15",0,1
"C25 H22 O17",0,1
"C29 H22 O14",0,1
"C26 H26 O16",0,1
"C30 H26 O13",0,1
"C31 H30 O12",0,1
"C27 H46 O14",0,1
"C31 H46 O11",0,1
"C29 H26 O7 N1 P1 S2",0,1
"C30 H30 O6 N1 P1 S2",0,1
"C31 H34 O5 N1 P1 S2",0,1
"C27 H33 O14 N1",0,1
"C34 H46 O2 N1 P1 S2",0,1
"C27 H16 O16",0,1
"C24 H20 O18",0,1
"C28 H20 O15",0,1
"C25 H24 O17",0,1
"C29 H24 O14",0,1
"C26 H28 O16",0,1
"C31 H32 O12",0,1
"C26 H45 O13 P1",0,1
"C32 H24 O5 N1 P1 S2",0,1
"C29 H28 O7 N1 P1 S2",0,1
"C30 H32 O6 N1 P1 S2",0,1
"C31 H36 O5 N1 P1 S2",0,1
"C32 H40 O4 N1 P1 S2",0,1
"C33 H44 O3 N1 P1 S2",0,1
"C27 H18 O16",0,1
"C24 H22 O18",0,1
"C28 H22 O15",0,1
"C25 H26 O17",0,1
"C29 H26 O14",0,1
"C26 H30 O16",0,1
"C35 H34 O7 S1",0,1
"C24 H39 O15 P1",0,1
"C39 H34 O4 S1",0,1
"C36 H38 O6 S1",0,1
"C25 H43 O14 P1",0,1
"C26 H47 O13 P1",0,1
"C32 H25 O9 N1 S1",0,1
"C21 H30 O17 N1 P1",0,1
"C30 H34 O6 N1 P1 S2",0,1
"C34 H34 O3 N1 P1 S2",0,1
"C31 H38 O5 N1 P1 S2",0,1
"C34 H33 O7 N1 S1",0,1
"C23 H38 O15 N1 P1",0,1
"C28 H41 O13 N1",0,1
"C26 H16 O17",0,1
"C27 H20 O16",0,1
"C24 H24 O18",0,1
"C28 H24 O15",0,1
"C25 H28 O17",0,1
"C29 H28 O14",0,1
"C26 H32 O16",0,1
"C27 H36 O15",0,1
"C36 H40 O6 S1",0,1
"C25 H45 O14 P1",0,1
"C32 H40 O11",0,1
"C29 H44 O13",0,1
"C31 H24 O6 N1 P1 S2",0,1
"C27 H23 O15 N1",0,1
"C32 H28 O5 N1 P1 S2",0,1
"C28 H27 O14 N1",0,1
"C33 H32 O4 N1 P1 S2",0,1
"C34 H36 O3 N1 P1 S2",0,1
"C31 H40 O5 N1 P1 S2",0,1
"C35 H40 O2 N1 P1 S2",0,1
"C27 H39 O14 N1",0,1
"C28 H43 O13 N1",0,1
"C26 H18 O17",0,1
"C27 H22 O16",0,1
"C24 H26 O18",0,1
"C28 H26 O15",0,1
"C25 H30 O17",0,1
"C26 H34 O16",0,1
"C27 H38 O15",0,1
"C28 H42 O14",0,1
"C25 H47 O14 P1",0,1
"C29 H47 O11 P1",0,1
"C33 H46 O10",0,1
"C31 H26 O6 N1 P1 S2",0,1
"C32 H30 O5 N1 P1 S2",0,1
"C28 H29 O14 N1",0,1
"C38 H25 O3 N3 S1",0,1
"C27 H30 O11 N3 P1",0,1
"C17 H37 O16 N3 S2",0,1
"C33 H34 O4 N1 P1 S2",0,1
"C34 H38 O3 N1 P1 S2",0,1
"C35 H42 O2 N1 P1 S2",0,1
"C26 H20 O17",0,1
"C30 H20 O14",0,1
"C27 H24 O16",0,1
"C36 H28 O7 S1",0,1
"C25 H33 O15 P1",0,1
"C20 H32 O19 N2",0,1
"C28 H45 O12 P1",0,1
"C33 H48 O10",0,1
"C30 H24 O7 N1 P1 S2",0,1
"C31 H28 O6 N1 P1 S2",0,1
"C27 H27 O15 N1",0,1
"C32 H32 O5 N1 P1 S2",0,1
"C28 H31 O14 N1",0,1
"C33 H36 O4 N1 P1 S2",0,1
"C35 H44 O2 N1 P1 S2",0,1
"C25 H18 O18",0,1
"C29 H18 O15",0,1
"C26 H22 O17",0,1
"C30 H22 O14",0,1
"C27 H26 O16",0,1
"C31 H26 O13",0,1
"C27 H43 O13 P1",0,1
"C32 H46 O11",0,1
"C30 H26 O7 N1 P1 S2",0,1
"C31 H30 O6 N1 P1 S2",0,1
"C32 H34 O5 N1 P1 S2",0,1
"C28 H33 O14 N1",0,1
"C35 H46 O2 N1 P1 S2",0,1
"C35 H49 O6 N3",0,1
"C25 H20 O18",0,1
"C29 H20 O15",0,1
"C26 H24 O17",0,1
"C30 H24 O14",0,1
"C27 H28 O16",0,1
"C31 H28 O13",0,1
"C32 H32 O12",0,1
"C32 H48 O11",0,1
"C40 H48 O3 S1",0,1
"C30 H28 O7 N1 P1 S2",0,1
"C31 H32 O6 N1 P1 S2",0,1
"C32 H36 O5 N1 P1 S2",0,1
"C33 H40 O4 N1 P1 S2",0,1
"C28 H18 O16",0,1
"C25 H22 O18",0,1
"C29 H22 O15",0,1
"C26 H26 O17",0,1
"C30 H26 O14",0,1
"C27 H30 O16",0,1
"C31 H30 O13",0,1
"C32 H34 O12",0,1
"C33 H38 O11",0,1
"C33 H26 O5 N1 P1 S2",0,1
"C30 H30 O7 N1 P1 S2",0,1
"C31 H34 O6 N1 P1 S2",0,1
"C32 H38 O5 N1 P1 S2",0,1
"C33 H42 O4 N1 P1 S2",0,1
"C34 H46 O3 N1 P1 S2",0,1
"C28 H20 O16",0,1
"C25 H24 O18",0,1
"C29 H24 O15",0,1
"C26 H28 O17",0,1
"C30 H28 O14",0,1
"C27 H32 O16",0,1
"C33 H40 O11",0,1
"C33 H28 O5 N1 P1 S2",0,1
"C31 H36 O6 N1 P1 S2",0,1
"C27 H18 O17",0,1
"C28 H22 O16",0,1
"C25 H26 O18",0,1
"C29 H26 O15",0,1
"C26 H30 O17",0,1
"C27 H34 O16",0,1
"C28 H38 O15",0,1
"C29 H42 O14",0,1
"C33 H42 O11",0,1
"C25 H17 O16 N3",0,1
"C32 H26 O6 N1 P1 S2",0,1
"C34 H34 O4 N1 P1 S2",0,1
"C35 H38 O3 N1 P1 S2",0,1
"C29 H33 O12 N3",0,1
"C27 H20 O17",0,1
"C28 H24 O16",0,1
"C25 H28 O18",0,1
"C29 H28 O15",0,1
"C26 H32 O17",0,1
"C27 H36 O16",0,1
"C28 H40 O15",0,1
"C29 H44 O14",0,1
"C33 H44 O11",0,1
"C32 H28 O6 N1 P1 S2",0,1
"C33 H32 O5 N1 P1 S2",0,1
"C34 H36 O4 N1 P1 S2",0,1
"C35 H40 O3 N1 P1 S2",0,1
"C26 H18 O18",0,1
"C27 H22 O17",0,1
"C28 H26 O16",0,1
"C37 H30 O7 S1",0,1
"C26 H35 O15 P1",0,1
"C27 H38 O16",0,1
"C39 H38 O5 S1",0,1
"C28 H43 O13 P1",0,1
"C29 H46 O14",0,1
"C33 H46 O11",0,1
"C32 H30 O6 N1 P1 S2",0,1
"C29 H33 O14 N1",0,1
"C35 H42 O3 N1 P1 S2",0,1
"C26 H20 O18",0,1
"C30 H20 O15",0,1
"C27 H24 O17",0,1
"C31 H24 O14",0,1
"C28 H28 O16",0,1
"C33 H48 O11",0,1
"C35 H56 O7 S1",0,1
"C31 H28 O7 N1 P1 S2",0,1
"C32 H32 O6 N1 P1 S2",0,1
"C33 H36 O5 N1 P1 S2",0,1
"C34 H40 O4 N1 P1 S2",0,1
"C35 H44 O3 N1 P1 S2",0,1
"C29 H18 O16",0,1
"C26 H22 O18",0,1
"C30 H22 O15",0,1
"C27 H26 O17",0,1
"C31 H26 O14",0,1
"C28 H30 O16",0,1
"C39 H42 O5 S1",0,1
"C28 H47 O13 P1",0,1
"C32 H46 O12",0,1
"C32 H34 O6 N1 P1 S2",0,1
"C40 H33 O2 N1 S2",0,1
"C21 H42 O12 N3 P1 S2",0,1
"C34 H42 O4 N1 P1 S2",0,1
"C32 H50 O7 N1 P1 S1",0,1
"C29 H20 O16",0,1
"C26 H24 O18",0,1
"C30 H24 O15",0,1
"C27 H28 O17",0,1
"C31 H28 O14",0,1
"C31 H44 O13",0,1
"C39 H44 O5 S1",0,1
"C28 H49 O13 P1",0,1
"C32 H48 O12",0,1
"C31 H32 O7 N1 P1 S2",0,1
"C32 H36 O6 N1 P1 S2",0,1
"C33 H40 O5 N1 P1 S2",0,1
"C34 H44 O4 N1 P1 S2",0,1
"C42 H44 O2 N1 P1",0,1
"C28 H18 O17",0,1
"C25 H22 O19",0,1
"C29 H22 O16",0,1
"C26 H26 O18",0,1
"C30 H26 O15",0,1
"C27 H30 O17",0,1
"C31 H30 O14",0,1
"C28 H34 O16",0,1
"C29 H38 O15",0,1
"C33 H26 O6 N1 P1 S2",0,1
"C37 H25 O9 N1",0,1
"C40 H26 O1 N3 P1 S1",0,1
"C19 H38 O14 N3 P1 S2",0,1
"C28 H20 O17",0,1
"C29 H24 O16",0,1
"C26 H28 O18",0,1
"C30 H28 O15",0,1
"C27 H32 O17",0,1
"C31 H32 O14",0,1
"C29 H40 O15",0,1
"C30 H44 O14",0,1
"C34 H44 O11",0,1
"C33 H28 O6 N1 P1 S2",0,1
"C34 H32 O5 N1 P1 S2",0,1
"C35 H36 O4 N1 P1 S2",0,1
"C27 H18 O18",0,1
"C28 H22 O17",0,1
"C29 H26 O16",0,1
"C26 H30 O18",0,1
"C30 H30 O15",0,1
"C27 H34 O17",0,1
"C28 H38 O16",0,1
"C29 H42 O15",0,1
"C30 H46 O14",0,1
"C34 H46 O11",0,1
"C31 H50 O13",0,1
"C32 H26 O7 N1 P1 S2",0,1
"C33 H30 O6 N1 P1 S2",0,1
"C34 H34 O5 N1 P1 S2",0,1
"C29 H33 O11 N3 S1",0,1
"C18 H38 O19 N3 P1",0,1
"C35 H38 O4 N1 P1 S2",0,1
"C27 H20 O18",0,1
"C28 H24 O17",0,1
"C29 H28 O16",0,1
"C40 H40 O5 S1",0,1
"C29 H45 O13 P1",0,1
"C30 H48 O14",0,1
"C32 H28 O7 N1 P1 S2",0,1
"C33 H32 O6 N1 P1 S2",0,1
"C34 H36 O5 N1 P1 S2",0,1
"C35 H40 O4 N1 P1 S2",0,1
"C36 H44 O3 N1 P1 S2",0,1
"C27 H22 O18",0,1
"C31 H22 O15",0,1
"C28 H26 O17",0,1
"C29 H30 O16",0,1
"C40 H42 O5 S1",0,1
"C29 H47 O13 P1",0,1
"C29 H46 O15",0,1
"C32 H30 O7 N1 P1 S2",0,1
"C33 H34 O6 N1 P1 S2",0,1
"C34 H38 O5 N1 P1 S2",0,1
"C28 H45 O15 N1",0,1
"C30 H20 O16",0,1
"C27 H24 O18",0,1
"C31 H24 O15",0,1
"C28 H28 O17",0,1
"C32 H28 O14",0,1
"C29 H32 O16",0,1
"C40 H44 O5 S1",0,1
"C29 H49 O13 P1",0,1
"C33 H36 O6 N1 P1 S2",0,1
"C34 H40 O5 N1 P1 S2",0,1
"C35 H44 O4 N1 P1 S2",0,1
"C26 H22 O19",0,1
"C30 H22 O16",0,1
"C27 H26 O18",0,1
"C31 H26 O15",0,1
"C28 H30 O17",0,1
"C32 H30 O14",0,1
"C33 H34 O13",0,1
"C30 H39 O13 P1",0,1
"C39 H42 O6 S1",0,1
"C28 H47 O14 P1",0,1
"C32 H46 O13",0,1
"C33 H22 O7 N1 P1 S2",0,1
"C34 H42 O5 N1 P1 S2",0,1
"C43 H61 O1 N1 S1",0,1
"C32 H66 O9 N1 P1",0,1
"C29 H20 O17",0,1
"C26 H24 O19",0,1
"C30 H24 O16",0,1
"C27 H28 O18",0,1
"C31 H28 O15",0,1
"C28 H32 O17",0,1
"C32 H32 O14",0,1
"C29 H36 O16",0,1
"C30 H40 O15",0,1
"C34 H40 O12",0,1
"C31 H44 O14",0,1
"C32 H48 O13",0,1
"C29 H22 O17",0,1
"C43 H18 O1 N2 S2",0,1
"C26 H26 O19",0,1
"C40 H22 O3 N2 S2",0,1
"C30 H26 O16",0,1
"C27 H30 O18",0,1
"C31 H30 O15",0,1
"C28 H34 O17",0,1
"C42 H30 O1 N2 S2",0,1
"C29 H38 O16",0,1
"C30 H42 O15",0,1
"C31 H46 O14",0,1
"C33 H26 O7 N1 P1 S2",0,1
"C37 H42 O3 N1 P1 S2",0,1
"C28 H20 O18",0,1
"C29 H24 O17",0,1
"C43 H20 O1 N2 S2",0,1
"C30 H28 O16",0,1
"C31 H32 O15",0,1
"C28 H36 O17",0,1
"C42 H32 O1 N2 S2",0,1
"C29 H40 O16",0,1
"C30 H44 O15",0,1
"C31 H48 O14",0,1
"C33 H28 O7 N1 P1 S2",0,1
"C35 H36 O5 N1 P1 S2",0,1
"C28 H22 O18",0,1
"C42 H18 O2 N2 S2",0,1
"C29 H26 O17",0,1
"C43 H22 O1 N2 S2",0,1
"C30 H30 O16",0,1
"C34 H46 O12",0,1
"C31 H50 O14",0,1
"C43 H21 O4 N1 S1",0,1
"C32 H26 O12 N1 P1",0,1
"C22 H33 O17 N1 S2",0,1
"C34 H34 O6 N1 P1 S2",0,1
"C35 H38 O5 N1 P1 S2",0,1
"C28 H24 O18",0,1
"C29 H28 O17",0,1
"C30 H32 O16",0,1
"C34 H48 O12",0,1
"C34 H36 O6 N1 P1 S2",0,1
"C35 H40 O5 N1 P1 S2",0,1
"C27 H22 O19",0,1
"C31 H22 O16",0,1
"C28 H26 O18",0,1
"C32 H26 O15",0,1
"C29 H30 O17",0,1
"C33 H30 O14",0,1
"C30 H34 O16",0,1
"C33 H46 O13",0,1
"C21 H33 O22 N1",0,1
"C35 H29 O6 N3 S2",0,1
"C34 H38 O6 N1 P1 S2",0,1
"C37 H37 O4 N3 S2",0,1
"C26 H42 O12 N3 P1 S1",0,1
"C36 H46 O4 N1 P1 S2",0,1
"C37 H50 O7 N1 P1",0,1
"C27 H57 O12 N1 S2",0,1
"C30 H20 O17",0,1
"C27 H24 O19",0,1
"C31 H24 O16",0,1
"C28 H28 O18",0,1
"C32 H28 O15",0,1
"C29 H32 O17",0,1
"C33 H32 O14",0,1
"C30 H36 O16",0,1
"C31 H40 O15",0,1
"C32 H44 O14",0,1
"C40 H44 O6 S1",0,1
"C29 H49 O14 P1",0,1
"C33 H48 O13",0,1
"C34 H40 O6 N1 P1 S2",0,1
"C22 H7 O18 P1 S2",0,1
"C30 H22 O17",0,1
"C44 H18 O1 N2 S2",0,1
"C27 H26 O19",0,1
"C31 H26 O16",0,1
"C28 H30 O18",0,1
"C42 H26 O2 N2 S2",0,1
"C32 H30 O15",0,1
"C29 H34 O17",0,1
"C33 H34 O14",0,1
"C30 H38 O16",0,1
"C34 H38 O13",0,1
"C31 H43 O13 P1",0,1
"C31 H42 O15",0,1
"C32 H46 O14",0,1
"C21 H37 O22 N1",0,1
"C29 H20 O18",0,1
"C30 H24 O17",0,1
"C27 H28 O19",0,1
"C31 H28 O16",0,1
"C28 H32 O18",0,1
"C42 H28 O2 N2 S2",0,1
"C32 H32 O15",0,1
"C29 H36 O17",0,1
"C33 H36 O14",0,1
"C30 H40 O16",0,1
"C34 H40 O13",0,1
"C31 H44 O15",0,1
"C34 H28 O7 N1 P1 S2",0,1
"C29 H22 O18",0,1
"C30 H26 O17",0,1
"C44 H22 O1 N2 S2",0,1
"C31 H30 O16",0,1
"C28 H34 O18",0,1
"C32 H34 O15",0,1
"C29 H38 O17",0,1
"C34 H42 O13",0,1
"C31 H46 O15",0,1
"C34 H30 O7 N1 P1 S2",0,1
"C32 H25 O13 N3",0,1
"C35 H34 O6 N1 P1 S2",0,1
"C36 H38 O5 N1 P1 S2",0,1
"C37 H42 O4 N1 P1 S2",0,1
"C26 H50 O10 N3 P1 S2",0,1
"C29 H24 O18",0,1
"C30 H28 O17",0,1
"C31 H32 O16",0,1
"C31 H48 O15",0,1
"C35 H48 O12",0,1
"C35 H36 O6 N1 P1 S2",0,1
"C34 H47 O8 N1 S2",0,1
"C28 H22 O19",0,1
"C32 H22 O16",0,1
"C29 H26 O18",0,1
"C30 H30 O17",0,1
"C31 H50 O15",0,1
"C35 H50 O12",0,1
"C33 H30 O8 N1 P1 S2",0,1
"C35 H38 O6 N1 P1 S2",0,1
"C35 H41 O8 N3 S1",0,1
"C24 H46 O16 N3 P1",0,1
"C28 H24 O19",0,1
"C42 H20 O3 N2 S2",0,1
"C32 H24 O16",0,1
"C29 H28 O18",0,1
"C43 H24 O2 N2 S2",0,1
"C33 H28 O15",0,1
"C30 H32 O17",0,1
"C44 H28 O1 N2 S2",0,1
"C30 H49 O14 P1",0,1
"C34 H48 O13",0,1
"C31 H22 O17",0,1
"C45 H18 O1 N2 S2",0,1
"C28 H26 O19",0,1
"C32 H26 O16",0,1
"C29 H30 O18",0,1
"C33 H30 O15",0,1
"C30 H34 O17",0,1
"C34 H34 O14",0,1
"C31 H38 O16",0,1
"C32 H42 O15",0,1
"C30 H51 O14 P1",0,1
"C32 H34 O7 N3 P1 S2",0,1
"C32 H33 O11 N3 S1",0,1
"C21 H38 O19 N3 P1",0,1
"C29 H49 O16 N1",0,1
"C31 H24 O17",0,1
"C28 H28 O19",0,1
"C32 H28 O16",0,1
"C29 H32 O18",0,1
"C33 H32 O15",0,1
"C30 H36 O17",0,1
"C34 H36 O14",0,1
"C31 H40 O16",0,1
"C32 H44 O15",0,1
"C33 H48 O14",0,1
"C30 H53 O14 P1",0,1
"C30 H22 O18",0,1
"C31 H26 O17",0,1
"C28 H30 O19",0,1
"C32 H30 O16",0,1
"C29 H34 O18",0,1
"C33 H34 O15",0,1
"C30 H38 O17",0,1
"C34 H38 O14",0,1
"C31 H42 O16",0,1
"C32 H46 O15",0,1
"C28 H22 O11 N3 P1 S2",0,1
"C50 H25 O2 N1",0,1
"C29 H37 O15 N1 S1",0,1
"C30 H24 O18",0,1
"C44 H20 O2 N2 S2",0,1
"C31 H28 O17",0,1
"C45 H24 O1 N2 S2",0,1
"C32 H32 O16",0,1
"C33 H36 O15",0,1
"C35 H44 O13",0,1
"C42 H48 O1 N3 P1 S1",0,1
"C29 H22 O19",0,1
"C30 H26 O18",0,1
"C44 H22 O2 N2 S2",0,1
"C31 H30 O17",0,1
"C45 H26 O1 N2 S2",0,1
"C32 H34 O16",0,1
"C31 H46 O16",0,1
"C35 H46 O13",0,1
"C38 H17 O8 N3 S1",0,1
"C27 H22 O16 N3 P1",0,1
"C40 H25 O6 N3 S1",0,1
"C29 H30 O14 N3 P1",0,1
"C19 H37 O19 N3 S2",0,1
"C29 H24 O19",0,1
"C30 H28 O18",0,1
"C31 H32 O17",0,1
"C29 H26 O19",0,1
"C30 H30 O18",0,1
"C31 H34 O17",0,1
"C32 H38 O16",0,1
"C33 H42 O15",0,1
"C41 H42 O7 S1",0,1
"C30 H47 O15 P1",0,1
"C34 H46 O14",0,1
"C35 H50 O13",0,1
"C36 H54 O12",0,1
"C32 H57 O12 N1 S1",0,1
"C28 H24 O20",0,1
"C42 H20 O4 N2 S2",0,1
"C32 H24 O17",0,1
"C46 H20 O1 N2 S2",0,1
"C29 H28 O19",0,1
"C43 H24 O3 N2 S2",0,1
"C33 H28 O16",0,1
"C30 H32 O18",0,1
"C44 H28 O2 N2 S2",0,1
"C31 H36 O17",0,1
"C45 H32 O1 N2 S2",0,1
"C32 H40 O16",0,1
"C33 H44 O15",0,1
"C41 H44 O7 S1",0,1
"C30 H49 O15 P1",0,1
"C34 H48 O14",0,1
"C36 H56 O12",0,1
"C31 H22 O18",0,1
"C45 H18 O2 N2 S2",0,1
"C32 H26 O17",0,1
"C29 H30 O19",0,1
"C33 H30 O16",0,1
"C30 H34 O18",0,1
"C34 H34 O15",0,1
"C31 H38 O17",0,1
"C35 H38 O14",0,1
"C32 H42 O16",0,1
"C33 H46 O15",0,1
"C30 H51 O15 P1",0,1
"C40 H30 O4 N1 P1 S2",0,1
"C31 H24 O18",0,1
